name,att_test,policy_test,att_mse,policy_mse,att_r2,policy_r2,att_sl_dt_ate,policy_sl_dt_ate,att_sl_dt_pehe,policy_sl_dt_pehe,att_sl_lgbm_ate,policy_sl_lgbm_ate,att_sl_lgbm_pehe,policy_sl_lgbm_pehe,att_sl_kr_ate,policy_sl_kr_ate,att_sl_kr_pehe,policy_sl_kr_pehe,att_tl_dt_ate,policy_tl_dt_ate,att_tl_dt_pehe,policy_tl_dt_pehe,att_tl_lgbm_ate,policy_tl_lgbm_ate,att_tl_lgbm_pehe,policy_tl_lgbm_pehe,att_tl_kr_ate,policy_tl_kr_ate,att_tl_kr_pehe,policy_tl_kr_pehe,att_match_1k_ate,policy_match_1k_ate,att_match_1k_pehe,policy_match_1k_pehe,att_match_3k_ate,policy_match_3k_ate,att_match_3k_pehe,policy_match_3k_pehe,att_match_5k_ate,policy_match_5k_ate,att_match_5k_pehe,policy_match_5k_pehe,att_rs_dt,policy_rs_dt,att_rs_lgbm,policy_rs_lgbm,att_rs_kr,policy_rs_kr
all,$0.000\pm0.000$,$0.121\pm0.032$,$0.077\pm0.075$,$0.245\pm0.038$,$0.072\pm0.065$,$0.257\pm0.058$,$0.080\pm0.079$,$0.275\pm0.072$,$0.083\pm0.079$,$0.297\pm0.060$,$0.075\pm0.076$,$0.267\pm0.046$,$0.083\pm0.079$,$0.296\pm0.060$,$0.068\pm0.065$,$0.233\pm0.070$,$0.076\pm0.072$,$0.248\pm0.054$,$0.086\pm0.079$,$0.245\pm0.052$,$0.065\pm0.067$,$0.248\pm0.049$,$0.081\pm0.081$,$0.250\pm0.047$,$0.073\pm0.067$,$0.247\pm0.044$,$0.066\pm0.039$,$0.222\pm0.031$,$0.085\pm0.070$,$0.244\pm0.045$,$0.161\pm0.228$,$0.229\pm0.053$,$0.080\pm0.084$,$0.235\pm0.043$,$0.158\pm0.230$,$0.227\pm0.043$,$0.067\pm0.071$,$0.235\pm0.030$,$0.160\pm0.231$,$0.236\pm0.063$,$0.073\pm0.084$,$0.241\pm0.028$,$0.072\pm0.057$,$0.220\pm0.035$,$0.075\pm0.058$,$0.224\pm0.052$,$0.080\pm0.069$,$0.234\pm0.041$
