name,att_test,policy_test,att_mse,policy_mse,att_r2,policy_r2,att_pol,policy_pol,att_sl_dt_ate,policy_sl_dt_ate,att_sl_dt_pehe,policy_sl_dt_pehe,att_sl_lgbm_ate,policy_sl_lgbm_ate,att_sl_lgbm_pehe,policy_sl_lgbm_pehe,att_sl_kr_ate,policy_sl_kr_ate,att_sl_kr_pehe,policy_sl_kr_pehe,att_tl_dt_ate,policy_tl_dt_ate,att_tl_dt_pehe,policy_tl_dt_pehe,att_tl_lgbm_ate,policy_tl_lgbm_ate,att_tl_lgbm_pehe,policy_tl_lgbm_pehe,att_tl_kr_ate,policy_tl_kr_ate,att_tl_kr_pehe,policy_tl_kr_pehe,att_match_1k_ate,policy_match_1k_ate,att_match_1k_pehe,policy_match_1k_pehe,att_match_3k_ate,policy_match_3k_ate,att_match_3k_pehe,policy_match_3k_pehe,att_match_5k_ate,policy_match_5k_ate,att_match_5k_pehe,policy_match_5k_pehe,att_rs_dt,policy_rs_dt,att_rs_lgbm,policy_rs_lgbm,att_rs_kr,policy_rs_kr
all,4.726493970825327e-05,0.12141557328593582,0.07713743467892216,0.24542480315804757,0.07192853195180979,0.2571522069162545,0.30018260193640023,0.21955358573432765,0.08024641635644797,0.2748625382820201,0.08280845231567506,0.2974063395511072,0.07462149123651948,0.2665921050061972,0.0828084523156751,0.29646081730928864,0.06759748346939128,0.23310095634004516,0.07598349407752156,0.24768676066862097,0.08592303755337065,0.2446040444605475,0.06522047046343485,0.24790012053536178,0.08073985715346083,0.24987018768251162,0.0729246329031952,0.24692407731534377,0.06613990924520402,0.2224025282306843,0.08490077970457338,0.24351723771089961,0.16133948830065295,0.22910692980666916,0.07975015372013576,0.23548952030821005,0.15807243899224305,0.22743922832565958,0.0669852200025741,0.23530464389104747,0.15954752180481085,0.2364948896757515,0.07337008606673694,0.24091265784776977,0.07192372145612863,0.21980332965974814,0.07520565985656713,0.22426457415300316,0.07966504393947489,0.2344260035491156
