name,ate_test,pehe_test,ate_mse,pehe_mse,ate_r2,pehe_r2,ate_sl_dt_ate,pehe_sl_dt_ate,ate_sl_dt_pehe,pehe_sl_dt_pehe,ate_sl_lgbm_ate,pehe_sl_lgbm_ate,ate_sl_lgbm_pehe,pehe_sl_lgbm_pehe,ate_sl_kr_ate,pehe_sl_kr_ate,ate_sl_kr_pehe,pehe_sl_kr_pehe,ate_tl_dt_ate,pehe_tl_dt_ate,ate_tl_dt_pehe,pehe_tl_dt_pehe,ate_tl_lgbm_ate,pehe_tl_lgbm_ate,ate_tl_lgbm_pehe,pehe_tl_lgbm_pehe,ate_tl_kr_ate,pehe_tl_kr_ate,ate_tl_kr_pehe,pehe_tl_kr_pehe,ate_match_1k_ate,pehe_match_1k_ate,ate_match_1k_pehe,pehe_match_1k_pehe,ate_match_3k_ate,pehe_match_3k_ate,ate_match_3k_pehe,pehe_match_3k_pehe,ate_match_5k_ate,pehe_match_5k_ate,ate_match_5k_pehe,pehe_match_5k_pehe,ate_rs_dt,pehe_rs_dt,ate_rs_lgbm,pehe_rs_lgbm,ate_rs_kr,pehe_rs_kr,ate_ensemble_all,pehe_ensemble_all,ate_ensemble_ate,pehe_ensemble_ate,ate_ensemble_pehe,pehe_ensemble_pehe
all,$0.000\pm0.000$,$0.585\pm0.198$,$0.188\pm0.097$,$0.786\pm0.189$,$0.352\pm0.146$,$0.922\pm0.237$,$1.455\pm0.848$,$3.327\pm1.454$,$1.655\pm1.269$,$4.188\pm2.652$,$4.791\pm0.904$,$6.998\pm2.261$,$4.791\pm0.904$,$6.998\pm2.261$,$1.430\pm0.608$,$2.868\pm0.978$,$1.652\pm0.788$,$4.438\pm2.248$,$0.201\pm0.057$,$1.873\pm0.393$,$0.267\pm0.125$,$2.605\pm1.433$,$0.237\pm0.082$,$1.983\pm0.434$,$0.306\pm0.173$,$2.357\pm1.014$,$0.409\pm0.115$,$1.796\pm0.690$,$0.209\pm0.048$,$1.341\pm0.518$,$0.323\pm0.098$,$3.199\pm1.585$,$0.164\pm0.067$,$0.718\pm0.239$,$0.176\pm0.039$,$1.640\pm0.352$,$0.167\pm0.068$,$0.748\pm0.245$,$0.209\pm0.065$,$1.841\pm0.478$,$0.182\pm0.069$,$0.755\pm0.239$,$0.853\pm0.128$,$2.149\pm0.657$,$0.535\pm0.207$,$1.389\pm0.498$,$0.378\pm0.106$,$1.495\pm0.633$,$0.262\pm0.053$,$1.596\pm0.691$,$0.231\pm0.078$,$1.253\pm0.335$,$0.236\pm0.046$,$1.663\pm0.731$
