name,ate_mse,pehe_mse,ate_r2,pehe_r2,ate_sl_dt_ate,pehe_sl_dt_ate,ate_sl_dt_pehe,pehe_sl_dt_pehe,ate_sl_lgbm_ate,pehe_sl_lgbm_ate,ate_sl_lgbm_pehe,pehe_sl_lgbm_pehe,ate_sl_kr_ate,pehe_sl_kr_ate,ate_sl_kr_pehe,pehe_sl_kr_pehe,ate_tl_dt_ate,pehe_tl_dt_ate,ate_tl_dt_pehe,pehe_tl_dt_pehe,ate_tl_lgbm_ate,pehe_tl_lgbm_ate,ate_tl_lgbm_pehe,pehe_tl_lgbm_pehe,ate_tl_kr_ate,pehe_tl_kr_ate,ate_tl_kr_pehe,pehe_tl_kr_pehe,ate_match_1k_ate,pehe_match_1k_ate,ate_match_1k_pehe,pehe_match_1k_pehe,ate_match_3k_ate,pehe_match_3k_ate,ate_match_3k_pehe,pehe_match_3k_pehe,ate_match_5k_ate,pehe_match_5k_ate,ate_match_5k_pehe,pehe_match_5k_pehe,ate_rs_dt,pehe_rs_dt,ate_rs_lgbm,pehe_rs_lgbm,ate_rs_kr,pehe_rs_kr
all,$0.080\pm0.008$,$0.968\pm0.011$,$-0.076\pm0.007$,$-0.969\pm0.010$,$0.286\pm0.068$,$0.520\pm0.039$,$0.071\pm0.010$,$0.656\pm0.033$,$0.309\pm0.062$,$0.538\pm0.030$,$0.070\pm0.009$,$0.657\pm0.033$,$0.316\pm0.070$,$0.535\pm0.032$,$0.071\pm0.009$,$0.657\pm0.033$,$0.283\pm0.048$,$0.541\pm0.028$,$0.068\pm0.008$,$0.658\pm0.036$,$0.294\pm0.056$,$0.541\pm0.030$,$0.067\pm0.008$,$0.657\pm0.036$,$0.288\pm0.054$,$0.546\pm0.024$,$0.069\pm0.008$,$0.658\pm0.034$,$0.271\pm0.048$,$0.541\pm0.029$,$0.067\pm0.009$,$0.654\pm0.035$,$0.274\pm0.049$,$0.541\pm0.029$,$0.068\pm0.010$,$0.656\pm0.036$,$0.274\pm0.049$,$0.542\pm0.028$,$0.068\pm0.010$,$0.656\pm0.036$,$-0.035\pm0.008$,$-0.397\pm0.046$,$-0.035\pm0.008$,$-0.403\pm0.047$,$-0.034\pm0.007$,$-0.396\pm0.049$
