name,ate_test,pehe_test,ate_mse,pehe_mse,ate_r2,pehe_r2,ate_sl_dt_ate,pehe_sl_dt_ate,ate_sl_dt_pehe,pehe_sl_dt_pehe,ate_sl_lgbm_ate,pehe_sl_lgbm_ate,ate_sl_lgbm_pehe,pehe_sl_lgbm_pehe,ate_sl_kr_ate,pehe_sl_kr_ate,ate_sl_kr_pehe,pehe_sl_kr_pehe,ate_tl_dt_ate,pehe_tl_dt_ate,ate_tl_dt_pehe,pehe_tl_dt_pehe,ate_tl_lgbm_ate,pehe_tl_lgbm_ate,ate_tl_lgbm_pehe,pehe_tl_lgbm_pehe,ate_tl_kr_ate,pehe_tl_kr_ate,ate_tl_kr_pehe,pehe_tl_kr_pehe,ate_match_1k_ate,pehe_match_1k_ate,ate_match_1k_pehe,pehe_match_1k_pehe,ate_match_3k_ate,pehe_match_3k_ate,ate_match_3k_pehe,pehe_match_3k_pehe,ate_match_5k_ate,pehe_match_5k_ate,ate_match_5k_pehe,pehe_match_5k_pehe,ate_rs_dt,pehe_rs_dt,ate_rs_lgbm,pehe_rs_lgbm,ate_rs_kr,pehe_rs_kr
all,$0.000\pm0.000$,$0.317\pm0.002$,$0.039\pm0.000$,$0.319\pm0.002$,$0.039\pm0.000$,$0.319\pm0.002$,$0.016\pm0.005$,$0.375\pm0.013$,$0.027\pm0.003$,$0.318\pm0.002$,$0.040\pm0.003$,$0.412\pm0.023$,$0.024\pm0.002$,$0.317\pm0.002$,$0.034\pm0.003$,$0.446\pm0.024$,$0.022\pm0.000$,$0.317\pm0.002$,$0.059\pm0.004$,$0.404\pm0.019$,$0.049\pm0.003$,$0.320\pm0.002$,$0.062\pm0.005$,$0.395\pm0.021$,$0.047\pm0.000$,$0.320\pm0.002$,$0.069\pm0.004$,$0.379\pm0.014$,$0.047\pm0.001$,$0.320\pm0.002$,$0.078\pm0.008$,$0.395\pm0.014$,$0.077\pm0.000$,$0.326\pm0.002$,$0.078\pm0.005$,$0.409\pm0.010$,$0.077\pm0.000$,$0.326\pm0.002$,$0.077\pm0.006$,$0.411\pm0.008$,$0.077\pm0.000$,$0.326\pm0.002$,$0.034\pm0.002$,$0.321\pm0.003$,$0.026\pm0.004$,$0.320\pm0.003$,$0.039\pm0.003$,$0.322\pm0.004$
