name,ate_mse,pehe_mse,ate_r2,pehe_r2,ate_sl_dt_ate,pehe_sl_dt_ate,ate_sl_dt_pehe,pehe_sl_dt_pehe,ate_sl_lgbm_ate,pehe_sl_lgbm_ate,ate_sl_lgbm_pehe,pehe_sl_lgbm_pehe,ate_sl_kr_ate,pehe_sl_kr_ate,ate_sl_kr_pehe,pehe_sl_kr_pehe,ate_tl_dt_ate,pehe_tl_dt_ate,ate_tl_dt_pehe,pehe_tl_dt_pehe,ate_tl_lgbm_ate,pehe_tl_lgbm_ate,ate_tl_lgbm_pehe,pehe_tl_lgbm_pehe,ate_tl_kr_ate,pehe_tl_kr_ate,ate_tl_kr_pehe,pehe_tl_kr_pehe,ate_match_1k_ate,pehe_match_1k_ate,ate_match_1k_pehe,pehe_match_1k_pehe,ate_match_3k_ate,pehe_match_3k_ate,ate_match_3k_pehe,pehe_match_3k_pehe,ate_match_5k_ate,pehe_match_5k_ate,ate_match_5k_pehe,pehe_match_5k_pehe,ate_rs_dt,pehe_rs_dt,ate_rs_lgbm,pehe_rs_lgbm,ate_rs_kr,pehe_rs_kr
all,$0.774\pm0.071$,$0.907\pm0.019$,$-0.908\pm0.019$,$-0.737\pm0.096$,$0.749\pm0.148$,$0.582\pm0.062$,$0.544\pm0.101$,$0.712\pm0.119$,$-0.866\pm0.056$,$-0.458\pm0.094$,$-0.532\pm0.085$,$-0.080\pm0.083$,$0.718\pm0.107$,$0.505\pm0.042$,$0.408\pm0.076$,$0.635\pm0.115$,$0.954\pm0.017$,$0.613\pm0.049$,$0.640\pm0.060$,$0.810\pm0.061$,$0.954\pm0.016$,$0.611\pm0.048$,$0.620\pm0.064$,$0.786\pm0.071$,$0.945\pm0.013$,$0.594\pm0.045$,$0.616\pm0.048$,$0.883\pm0.023$,$0.954\pm0.017$,$0.599\pm0.054$,$0.629\pm0.054$,$0.895\pm0.020$,$0.956\pm0.015$,$0.608\pm0.050$,$0.639\pm0.055$,$0.900\pm0.021$,$0.957\pm0.015$,$0.607\pm0.051$,$0.643\pm0.055$,$0.900\pm0.021$,$-0.161\pm0.037$,$-0.556\pm0.058$,$-0.199\pm0.050$,$-0.571\pm0.060$,$-0.210\pm0.048$,$-0.592\pm0.055$
