name,att_test,policy_test,att_mse,policy_mse,att_r2,policy_r2,att_pol,policy_pol,att_sl_dt_ate,policy_sl_dt_ate,att_sl_dt_pehe,policy_sl_dt_pehe,att_sl_lgbm_ate,policy_sl_lgbm_ate,att_sl_lgbm_pehe,policy_sl_lgbm_pehe,att_sl_kr_ate,policy_sl_kr_ate,att_sl_kr_pehe,policy_sl_kr_pehe,att_tl_dt_ate,policy_tl_dt_ate,att_tl_dt_pehe,policy_tl_dt_pehe,att_tl_lgbm_ate,policy_tl_lgbm_ate,att_tl_lgbm_pehe,policy_tl_lgbm_pehe,att_tl_kr_ate,policy_tl_kr_ate,att_tl_kr_pehe,policy_tl_kr_pehe,att_match_1k_ate,policy_match_1k_ate,att_match_1k_pehe,policy_match_1k_pehe,att_match_3k_ate,policy_match_3k_ate,att_match_3k_pehe,policy_match_3k_pehe,att_match_5k_ate,policy_match_5k_ate,att_match_5k_pehe,policy_match_5k_pehe,att_rs_dt,policy_rs_dt,att_rs_lgbm,policy_rs_lgbm,att_rs_kr,policy_rs_kr
all,$0.000\pm0.000$,$0.121\pm0.011$,$0.077\pm0.025$,$0.245\pm0.013$,$0.072\pm0.022$,$0.257\pm0.019$,$0.300\pm0.090$,$0.220\pm0.016$,$0.080\pm0.026$,$0.275\pm0.024$,$0.083\pm0.026$,$0.297\pm0.020$,$0.075\pm0.025$,$0.267\pm0.015$,$0.083\pm0.026$,$0.296\pm0.020$,$0.068\pm0.022$,$0.233\pm0.023$,$0.076\pm0.024$,$0.248\pm0.018$,$0.086\pm0.026$,$0.245\pm0.017$,$0.065\pm0.022$,$0.248\pm0.016$,$0.081\pm0.027$,$0.250\pm0.016$,$0.073\pm0.022$,$0.247\pm0.015$,$0.066\pm0.013$,$0.222\pm0.010$,$0.085\pm0.023$,$0.244\pm0.015$,$0.161\pm0.076$,$0.229\pm0.018$,$0.080\pm0.028$,$0.235\pm0.014$,$0.158\pm0.077$,$0.227\pm0.014$,$0.067\pm0.024$,$0.235\pm0.010$,$0.160\pm0.077$,$0.236\pm0.021$,$0.073\pm0.028$,$0.241\pm0.009$,$0.072\pm0.019$,$0.220\pm0.012$,$0.075\pm0.019$,$0.224\pm0.017$,$0.080\pm0.023$,$0.234\pm0.014$
