name,ate_test,pehe_test,ate_mse,pehe_mse,ate_r2,pehe_r2,ate_sl_dt_ate,pehe_sl_dt_ate,ate_sl_dt_pehe,pehe_sl_dt_pehe,ate_sl_lgbm_ate,pehe_sl_lgbm_ate,ate_sl_lgbm_pehe,pehe_sl_lgbm_pehe,ate_sl_kr_ate,pehe_sl_kr_ate,ate_sl_kr_pehe,pehe_sl_kr_pehe,ate_tl_dt_ate,pehe_tl_dt_ate,ate_tl_dt_pehe,pehe_tl_dt_pehe,ate_tl_lgbm_ate,pehe_tl_lgbm_ate,ate_tl_lgbm_pehe,pehe_tl_lgbm_pehe,ate_tl_kr_ate,pehe_tl_kr_ate,ate_tl_kr_pehe,pehe_tl_kr_pehe,ate_match_1k_ate,pehe_match_1k_ate,ate_match_1k_pehe,pehe_match_1k_pehe,ate_match_3k_ate,pehe_match_3k_ate,ate_match_3k_pehe,pehe_match_3k_pehe,ate_match_5k_ate,pehe_match_5k_ate,ate_match_5k_pehe,pehe_match_5k_pehe,ate_rs_dt,pehe_rs_dt,ate_rs_lgbm,pehe_rs_lgbm,ate_rs_kr,pehe_rs_kr
all,5.389678709941632e-05,1.5401785409495357,0.14944454167089347,1.7077696651569287,0.1561663137673753,1.7285063777416318,0.46601676089818367,3.5751950095289473,0.5287985008909646,2.6185895202074687,0.3723573069237208,3.1009122096351427,0.4590935701339435,2.700872994535752,2.83845447148692,4.396820023479013,2.906120429992723,4.425574413968493,0.4273752820766976,3.1867904229160353,0.46273521549966795,2.3812234657084455,0.32359220366842145,3.612272445668701,0.3022467668121519,2.0178317298487767,0.7647257478785362,5.776681413841874,0.8115951323330108,2.9176197463795654,0.803880627870646,6.720692320070382,0.239313012244157,1.7379073392223092,1.0051905848511895,7.901416959172183,0.24452639504155757,1.7738280342987913,1.293401191979347,9.6288459949448,0.2577099632265942,1.7946517896757836,0.17299006851205517,1.6164900864411234,0.13558820109445854,1.7551688644505692,0.22159604067743857,1.6043241088352906
