name,att_mse,policy_mse,att_r2,policy_r2,att_pol,policy_pol,att_sl_dt_ate,policy_sl_dt_ate,att_sl_dt_pehe,policy_sl_dt_pehe,att_sl_lgbm_ate,policy_sl_lgbm_ate,att_sl_lgbm_pehe,policy_sl_lgbm_pehe,att_sl_kr_ate,policy_sl_kr_ate,att_sl_kr_pehe,policy_sl_kr_pehe,att_tl_dt_ate,policy_tl_dt_ate,att_tl_dt_pehe,policy_tl_dt_pehe,att_tl_lgbm_ate,policy_tl_lgbm_ate,att_tl_lgbm_pehe,policy_tl_lgbm_pehe,att_tl_kr_ate,policy_tl_kr_ate,att_tl_kr_pehe,policy_tl_kr_pehe,att_match_1k_ate,policy_match_1k_ate,att_match_1k_pehe,policy_match_1k_pehe,att_match_3k_ate,policy_match_3k_ate,att_match_3k_pehe,policy_match_3k_pehe,att_match_5k_ate,policy_match_5k_ate,att_match_5k_pehe,policy_match_5k_pehe,att_rs_dt,policy_rs_dt,att_rs_lgbm,policy_rs_lgbm,att_rs_kr,policy_rs_kr
all,$0.051\pm0.007$,$0.080\pm0.020$,$-0.048\pm0.006$,$-0.079\pm0.020$,$0.023\pm0.005$,$0.289\pm0.074$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$0.530\pm0.073$,$0.014\pm0.008$,$0.505\pm0.064$,$0.011\pm0.006$,$-0.566\pm0.112$,$-0.003\pm0.002$,$-0.501\pm0.097$,$-0.004\pm0.001$,$-0.615\pm0.103$,$-0.002\pm0.001$
